contributor_id,n_tasks,median_seconds,std_seconds,consensus_agreement,label_entropy,est_accuracy,kind,flag_too_fast,flag_one_answer,low_quality,anomaly_score,flag_anomaly,flagged
0,45,29.22,5.8023109119722225,0.8,0.9824740868386409,0.7620462386857517,honest,False,False,False,0.413270924903521,False,False
1,42,28.979999999999997,7.6686885734590575,0.5238095238095238,0.9934472383802027,0.5353397509395077,honest,False,False,True,0.49844834191544063,False,False
2,43,27.33,6.506034331622642,0.7209302325581395,0.996485989886783,0.7246886495079385,honest,False,False,False,0.3799007723923313,False,False
3,47,29.25,6.4062652612575155,0.574468085106383,0.9601186626422924,0.5515505542685337,honest,False,False,True,0.45401040822555155,False,False
4,48,29.174999999999997,6.577617669870522,0.8958333333333334,0.8708644692353644,0.8344412116210677,honest,False,False,False,0.582951852776969,True,True
5,36,27.795,6.524396462995577,0.5555555555555556,0.9182958340544896,0.5633530399821047,honest,False,False,True,0.5025992596246945,False,False
6,65,28.25,7.24329088443495,0.7538461538461538,0.9916178297881031,0.7555326619373284,honest,False,False,False,0.3893888583155173,False,False
7,55,25.57,7.526675738781877,0.6909090909090909,0.9882836109919162,0.6771230559399118,honest,False,False,False,0.4692802492913915,False,False
8,44,28.36,6.787348396525255,0.9318181818181818,0.9760206482366149,0.9185611948011994,honest,False,False,False,0.42963283850175404,False,False
9,42,30.86,7.056678256370859,0.7619047619047619,0.9587118829771318,0.676665366071564,honest,False,False,False,0.44904005235706146,False,False
10,49,30.93,5.149993667851599,0.7346938775510204,0.9852281360342515,0.698523624989007,honest,False,False,False,0.48746414999748683,False,False
11,51,27.7,6.410764953897283,0.7254901960784313,0.9930554830121974,0.7037339634482793,honest,False,False,False,0.3799332876621588,False,False
12,45,26.98,5.780003206807679,0.7777777777777778,0.9910760598382222,0.7331361107702807,honest,False,False,False,0.40687108020314205,False,False
13,42,27.314999999999998,6.6358179925110115,0.9285714285714286,0.9587118829771318,0.9030881338237072,honest,False,False,False,0.4358785987960195,False,False
14,47,28.91,6.616245368425218,0.7446808510638298,0.9733854352299556,0.7281622162922798,honest,False,False,False,0.39030587061502875,False,False
15,54,29.32,5.894615900189063,0.6111111111111112,0.9960383613659183,0.599239202028986,honest,False,False,True,0.439479195029779,False,False
16,64,26.814999999999998,6.205527248153808,0.671875,0.9971803988942642,0.6631295527452263,honest,False,False,False,0.40680220940519984,False,False
17,53,28.61,7.60392367778193,0.6415094339622641,0.9976875760352552,0.6214404223430325,honest,False,False,False,0.43548183168611143,False,False
18,47,30.82,7.53348363445991,0.9574468085106383,0.9996734260048917,0.9096666862126526,honest,False,False,False,0.48112905313415155,False,False
19,46,28.845,6.270781735547749,0.782608695652174,0.978070970973496,0.7366464560985586,honest,False,False,False,0.39047933460458706,False,False
20,54,30.16,6.431377802636972,0.7222222222222222,0.9960383613659183,0.6567731813452244,honest,False,False,False,0.4042131904135607,False,False
21,58,29.47,7.120156491496508,0.6724137931034483,0.9991421039919088,0.6716228380353904,honest,False,False,False,0.4049177457390189,False,False
22,45,27.17,6.207993364700193,0.6444444444444445,0.9967916319816366,0.582404937472583,honest,False,False,True,0.41431409484710857,False,False
23,44,29.025,6.422178076584088,0.6590909090909091,0.9940302114769565,0.6533058352062022,honest,False,False,False,0.40504993730463684,False,False
24,55,29.71,6.6556926496394535,0.7272727272727273,0.9593160320543777,0.7222674909694806,honest,False,False,False,0.4130702605619401,False,False
25,57,29.38,7.824892842396468,0.5964912280701754,0.9890934397021431,0.6076865321068168,honest,False,False,False,0.4723144510923929,False,False
26,46,28.995,6.641426106239359,0.7608695652173914,0.9876925088958034,0.7476875240665033,honest,False,False,False,0.38352374006651807,False,False
27,52,25.455,6.742269457378386,0.7307692307692307,0.9989326546260581,0.6909314275429359,honest,False,False,False,0.4342286329705535,False,False
28,43,30.49,6.398911789751696,0.9534883720930233,0.9902246902198684,0.8814338337729,honest,False,False,False,0.45303747510557235,False,False
29,62,29.53,6.526981764733646,0.7258064516129032,0.987956501491916,0.7157689167075217,honest,False,False,False,0.38835335012185634,False,False
30,52,26.560000000000002,5.098953963645738,0.9230769230769231,0.9731560354421095,0.8969396260120273,honest,False,False,False,0.5304234573740312,False,False
31,44,28.765,5.405353915459579,0.8181818181818182,0.9985090989176322,0.7733931251019655,honest,False,False,False,0.42885366966041805,False,False
32,60,28.53,5.9011280066960445,0.6333333333333333,0.9603622703154779,0.5687467598623868,honest,False,False,True,0.46316122010310334,False,False
33,41,27.15,7.9143164658706455,0.975609756097561,0.9474351361840307,0.926676793750734,honest,False,False,False,0.5503455085341042,False,False
34,49,25.22,7.288314090303159,0.4489795918367347,0.9852281360342515,0.4683705210698565,honest,False,False,True,0.5545917238302642,False,False
35,47,26.29,6.98781371517865,0.9148936170212766,0.9970590569034106,0.879222132559722,honest,False,False,False,0.4263149148019552,False,False
36,57,27.12,6.766082016361488,0.8070175438596491,0.9997779672118906,0.7777383495710393,honest,False,False,False,0.39428041862369856,False,False
37,44,29.525,7.472369381626934,0.75,0.9940302114769565,0.7477424550769876,honest,False,False,False,0.4011512881643757,False,False
38,49,27.0,8.037002447015514,0.7755102040816326,0.9486131982385806,0.7165367132252495,honest,False,False,False,0.5108141357435335,False,False
39,42,27.645,6.750988093894288,1.0,0.9934472383802027,0.9987683459421214,honest,False,False,False,0.5426912611801512,False,False
40,43,27.4,5.773903974750062,0.9767441860465116,0.996485989886783,0.961202473762484,honest,False,False,False,0.49320659610201567,False,False
41,43,27.11,6.611861685649974,0.9069767441860465,0.999609836367807,0.8586837992374207,honest,False,False,False,0.40426499791970855,False,False
42,60,26.665,6.151365460928029,0.9166666666666666,0.9603622703154779,0.8774689797705417,honest,False,False,False,0.4579575440284357,False,False
43,50,26.745,6.9282527290472755,0.64,0.9988455359952018,0.6649168038342691,honest,False,False,False,0.4155173830531156,False,False
44,51,26.92,6.8734949639617735,0.8431372549019608,0.9975025463691152,0.789941922421505,honest,False,False,False,0.3955615654427984,False,False
45,56,27.46,8.391437836332875,0.8571428571428571,0.9990797181805819,0.815139751175838,honest,False,False,False,0.4794967587276729,False,False
46,69,29.2,6.378784021465053,0.8985507246376812,0.9998484829291058,0.8760045241986427,honest,False,False,False,0.4137737594417315,False,False
47,49,27.48,7.60960056989415,0.8775510204081632,0.9972943816462347,0.8688241054924328,honest,False,False,False,0.428611628819658,False,False
48,40,27.810000000000002,6.665717573467298,0.8,0.9837082626231859,0.7610257348851667,honest,False,False,False,0.3943474909863511,False,False
49,52,28.505000000000003,6.313135890048161,0.8461538461538461,0.9957274520849255,0.8467738717626583,honest,False,False,False,0.39601688023846293,False,False
50,43,27.58,7.3554038865612785,0.8372093023255814,0.9902246902198684,0.7863028293362316,honest,False,False,False,0.40442969324156897,False,False
51,45,29.44,7.053765002257356,0.7333333333333333,0.9910760598382222,0.7128823329892282,honest,False,False,False,0.38533530853239717,False,False
52,48,28.585,6.948776000054697,0.6458333333333334,0.9798687566511528,0.6266737310792128,honest,False,False,False,0.4141345801194307,False,False
53,55,26.61,7.089840424089758,0.9818181818181818,0.9978527766088781,0.9677320988490066,honest,False,False,False,0.49627509573329054,False,False
54,44,30.22,6.353562246810957,0.9090909090909091,0.9985090989176322,0.869367543171561,honest,False,False,False,0.4206735132055831,False,False
55,45,26.47,6.093786560625885,0.4888888888888889,0.9824740868386409,0.4835051057463246,honest,False,False,True,0.5124450603921229,False,False
56,44,26.505,6.230365806811087,0.8181818181818182,0.9985090989176322,0.7875888636038852,honest,False,False,False,0.4029033516115078,False,False
57,44,27.54,6.478639483412036,0.8409090909090909,0.9985090989176322,0.8015518068541412,honest,False,False,False,0.37907689686189705,False,False
58,48,28.73,6.156935110562214,0.5,0.9798687566511528,0.5117503569926625,honest,False,False,True,0.4797634651444675,False,False
59,51,29.25,6.7393434660166385,0.5098039215686274,0.9930554830121974,0.5043470663307648,honest,False,False,True,0.47563432241810566,False,False
60,42,27.46,5.7185104062133,0.8571428571428571,0.998363672593813,0.8260699180175639,honest,False,False,False,0.4176345053905538,False,False
61,51,29.93,6.527576837736114,0.7058823529411765,0.9930554830121974,0.7367187769248307,honest,False,False,False,0.39883597026918083,False,False
62,36,26.525,7.089316822929628,0.7777777777777778,0.997772472089982,0.746817979885295,honest,False,False,False,0.39609389241408793,False,False
63,51,27.05,5.906362338904662,0.9803921568627451,0.9526092095121206,0.9738383460198272,honest,False,False,False,0.5523620866138843,False,False
64,53,29.33,5.960156976970541,0.7735849056603774,0.9687003436508602,0.7290101999120351,honest,False,False,False,0.42143845558209464,False,False
65,44,28.685,7.1144951787915796,0.8181818181818182,0.9760206482366149,0.7546741207939113,honest,False,False,False,0.40357382656347474,False,False
66,51,27.07,7.222939176882302,0.7647058823529411,0.9774178175281716,0.7318911758391368,honest,False,False,False,0.4077418817658163,False,False
67,58,28.740000000000002,7.525130394024142,0.6551724137931034,0.9991421039919088,0.6290195623333763,honest,False,False,False,0.4307158802676097,False,False
68,46,29.799999999999997,7.525101225505627,0.6956521739130435,0.9986359641585718,0.695154901557141,honest,False,False,False,0.4167969305383005,False,False
69,65,27.27,6.78274550152529,0.7230769230769231,0.9984628557283827,0.7115439615806095,honest,False,False,False,0.3819790076368458,False,False
70,56,29.67,6.212360194669307,0.5892857142857143,1.0,0.5824987132490975,honest,False,False,True,0.436502241552572,False,False
71,46,26.515,6.884877347270359,0.8043478260869565,0.9876925088958034,0.7718549227271989,honest,False,False,False,0.41158792804978733,False,False
72,52,27.83,6.2445211943919015,0.8653846153846154,0.9957274520849255,0.8311942344148722,honest,False,False,False,0.39713539086723804,False,False
73,49,28.44,6.209320615010952,0.8367346938775511,0.9852281360342515,0.8262802895650749,honest,False,False,False,0.3964471781065016,False,False
74,47,28.74,6.14368425655309,0.7872340425531915,0.9996734260048917,0.7451507446316887,honest,False,False,False,0.3826808509044888,False,False
75,43,27.76,7.955495346083133,0.8604651162790697,0.9807983646944296,0.8286214665521848,honest,False,False,False,0.453112597777171,False,False
76,46,29.225,7.627132333508461,0.717391304347826,1.0,0.715130764389607,honest,False,False,False,0.41692897899076914,False,False
77,51,27.35,6.5904333220622915,0.8823529411764706,0.9997226475394072,0.823122450039132,honest,False,False,False,0.3971761191331101,False,False
78,45,29.21,7.349112466169235,0.6,0.9910760598382222,0.5835021774355962,honest,False,False,True,0.43820431726908304,False,False
